siren,raison_sociale,secteur_naf,secteur_libelle,effectif_estime,effectif_min,effectif_max,obligation_beges,beges_publie,beges_valide,beges_decret_2022_compliant,contact_telephone,contact_email,contact_linkedin,statut
100002905,Entreprise 02905 SAS,F,Construction,1136,1000,1999,True,False,,,True,True,True,contacted
100002906,Entreprise 02906 SAS,K,Activités financières et assurance,32,20,49,False,False,,,False,False,False,sourced
100002907,Entreprise 02907 SAS,F,Construction,988,500,999,True,True,True,True,False,True,False,sourced
100002908,Entreprise 02908 SAS,H,Transports et entreposage,4167,2000,4999,True,True,True,False,False,False,True,sourced
100002909,Entreprise 02909 SAS,Q,Santé humaine et action sociale,14,10,19,False,False,,,False,True,False,sourced
100002910,Entreprise 02910 SAS,Q,Santé humaine et action sociale,1221,1000,1999,True,True,True,False,False,False,True,sourced
100002911,Entreprise 02911 SAS,M,Activités spé. scientifiques/techniques,63,50,99,False,False,,,False,False,True,sourced
100002912,Entreprise 02912 SAS,C,Industrie manufacturière,1680,1000,1999,True,True,False,,False,False,True,sourced
100002913,Entreprise 02913 SAS,S,Autres services,3,3,5,False,False,,,False,True,False,contacted
100002914,Entreprise 02914 SAS,I,Hébergement et restauration,14,10,19,False,False,,,True,False,False,sourced
100002915,Entreprise 02915 SAS,N,Services administratifs et soutien,24,20,49,False,False,,,False,True,True,contacted
100002916,Entreprise 02916 SAS,M,Activités spé. scientifiques/techniques,1,1,2,False,False,,,False,True,True,sourced
100002917,Entreprise 02917 SAS,M,Activités spé. scientifiques/techniques,1100,1000,1999,True,True,False,,True,False,True,sourced
100002918,Entreprise 02918 SAS,C,Industrie manufacturière,4,3,5,False,False,,,True,False,True,sourced
100002919,Entreprise 02919 SAS,G,"Commerce, réparation auto",84,50,99,False,False,,,False,False,True,sourced
100002920,Entreprise 02920 SAS,S,Autres services,912,500,999,True,False,,,True,False,True,sourced
100002921,Entreprise 02921 SAS,K,Activités financières et assurance,15,10,19,False,False,,,True,False,False,sourced
100002922,Entreprise 02922 SAS,F,Construction,1232,1000,1999,True,False,,,False,True,True,sourced
100002923,Entreprise 02923 SAS,M,Activités spé. scientifiques/techniques,350,250,499,False,False,,,False,False,True,sourced
100002924,Entreprise 02924 SAS,J,Information et communication,74,50,99,False,False,,,False,False,True,sourced
100002925,Entreprise 02925 SAS,J,Information et communication,25,20,49,False,False,,,False,False,False,sourced
100002926,Entreprise 02926 SAS,Q,Santé humaine et action sociale,1473,1000,1999,True,True,False,,False,True,True,qualified
100002927,Entreprise 02927 SAS,G,"Commerce, réparation auto",10,10,19,False,False,,,False,True,True,sourced
100002928,Entreprise 02928 SAS,N,Services administratifs et soutien,22,20,49,False,False,,,False,True,True,sourced
100002929,Entreprise 02929 SAS,N,Services administratifs et soutien,798,500,999,True,False,,,True,True,True,sourced
100002930,Entreprise 02930 SAS,J,Information et communication,35,20,49,False,False,,,False,False,False,contacted
100002931,Entreprise 02931 SAS,N,Services administratifs et soutien,1,1,2,False,False,,,False,True,True,qualified
100002932,Entreprise 02932 SAS,N,Services administratifs et soutien,14,10,19,False,False,,,False,False,False,sourced
100002933,Entreprise 02933 SAS,G,"Commerce, réparation auto",13,10,19,False,False,,,True,True,True,sourced
100002934,Entreprise 02934 SAS,N,Services administratifs et soutien,3,3,5,False,False,,,True,False,True,sourced
100002935,Entreprise 02935 SAS,C,Industrie manufacturière,1,1,2,False,False,,,False,True,True,sourced
100002936,Entreprise 02936 SAS,F,Construction,5,3,5,False,False,,,False,False,False,contacted
100002937,Entreprise 02937 SAS,F,Construction,2,1,2,False,False,,,False,True,True,sourced
100002938,Entreprise 02938 SAS,G,"Commerce, réparation auto",158,100,199,False,False,,,False,False,False,sourced
100002939,Entreprise 02939 SAS,N,Services administratifs et soutien,166,100,199,False,False,,,True,True,True,sourced
100002940,Entreprise 02940 SAS,C,Industrie manufacturière,713,500,999,True,False,,,True,True,True,sourced
100002941,Entreprise 02941 SAS,Q,Santé humaine et action sociale,5,3,5,False,False,,,False,False,True,sourced
100002942,Entreprise 02942 SAS,N,Services administratifs et soutien,9,6,9,False,False,,,True,False,True,sourced
100002943,Entreprise 02943 SAS,I,Hébergement et restauration,1767,1000,1999,True,True,True,True,False,False,False,qualified
100002944,Entreprise 02944 SAS,Q,Santé humaine et action sociale,1,1,2,False,False,,,True,True,False,sourced
100002945,Entreprise 02945 SAS,M,Activités spé. scientifiques/techniques,325,250,499,False,False,,,False,True,True,qualified
100002946,Entreprise 02946 SAS,S,Autres services,760,500,999,True,True,True,True,False,False,True,sourced
100002947,Entreprise 02947 SAS,S,Autres services,9,6,9,False,False,,,False,False,True,sourced
100002948,Entreprise 02948 SAS,G,"Commerce, réparation auto",20,20,49,False,False,,,False,False,False,sourced
100002949,Entreprise 02949 SAS,G,"Commerce, réparation auto",220,200,249,False,False,,,False,False,True,contacted
100002950,Entreprise 02950 SAS,G,"Commerce, réparation auto",2,1,2,False,False,,,True,False,False,sourced
100002951,Entreprise 02951 SAS,F,Construction,46,20,49,False,False,,,False,True,True,sourced
100002952,Entreprise 02952 SAS,C,Industrie manufacturière,19,10,19,False,False,,,False,False,True,sourced
100002953,Entreprise 02953 SAS,J,Information et communication,1318,1000,1999,True,False,,,False,False,True,sourced
100002954,Entreprise 02954 SAS,F,Construction,410,250,499,False,False,,,True,True,True,sourced
100002955,Entreprise 02955 SAS,K,Activités financières et assurance,552,500,999,True,True,True,False,False,False,True,sourced
100002956,Entreprise 02956 SAS,S,Autres services,283,250,499,False,False,,,True,True,True,sourced
100002957,Entreprise 02957 SAS,C,Industrie manufacturière,6,6,9,False,False,,,False,False,False,sourced
100002958,Entreprise 02958 SAS,M,Activités spé. scientifiques/techniques,677,500,999,True,True,True,True,False,True,True,sourced
100002959,Entreprise 02959 SAS,M,Activités spé. scientifiques/techniques,2,1,2,False,False,,,True,False,True,sourced
100002960,Entreprise 02960 SAS,K,Activités financières et assurance,1163,1000,1999,True,False,,,False,True,True,sourced
100002961,Entreprise 02961 SAS,M,Activités spé. scientifiques/techniques,58,50,99,False,False,,,False,False,True,sourced
100002962,Entreprise 02962 SAS,G,"Commerce, réparation auto",452,250,499,False,False,,,True,True,True,sourced
100002963,Entreprise 02963 SAS,G,"Commerce, réparation auto",14,10,19,False,False,,,False,True,True,sourced
100002964,Entreprise 02964 SAS,M,Activités spé. scientifiques/techniques,1079,1000,1999,True,True,True,True,False,True,True,qualified
100002965,Entreprise 02965 SAS,F,Construction,363,250,499,False,False,,,False,True,False,sourced
100002966,Entreprise 02966 SAS,N,Services administratifs et soutien,13,10,19,False,False,,,False,False,True,sourced
100002967,Entreprise 02967 SAS,G,"Commerce, réparation auto",53,50,99,False,False,,,False,False,False,sourced
100002968,Entreprise 02968 SAS,I,Hébergement et restauration,11,10,19,False,False,,,False,False,False,sourced
100002969,Entreprise 02969 SAS,G,"Commerce, réparation auto",520,500,999,True,False,,,False,False,True,sourced
100002970,Entreprise 02970 SAS,S,Autres services,29,20,49,False,False,,,True,True,True,sourced
100002971,Entreprise 02971 SAS,J,Information et communication,4,3,5,False,False,,,False,False,False,sourced
100002972,Entreprise 02972 SAS,G,"Commerce, réparation auto",2,1,2,False,False,,,True,True,False,contacted
100002973,Entreprise 02973 SAS,N,Services administratifs et soutien,74,50,99,False,False,,,False,False,True,sourced
100002974,Entreprise 02974 SAS,Q,Santé humaine et action sociale,6,6,9,False,False,,,False,False,True,sourced
100002975,Entreprise 02975 SAS,G,"Commerce, réparation auto",9,6,9,False,False,,,False,True,True,sourced
100002976,Entreprise 02976 SAS,N,Services administratifs et soutien,570,500,999,True,False,,,False,False,True,sourced
100002977,Entreprise 02977 SAS,Q,Santé humaine et action sociale,4,3,5,False,False,,,False,True,False,sourced
100002978,Entreprise 02978 SAS,G,"Commerce, réparation auto",241,200,249,False,False,,,True,True,True,qualified
100002979,Entreprise 02979 SAS,C,Industrie manufacturière,25,20,49,False,False,,,False,True,False,sourced
100002980,Entreprise 02980 SAS,F,Construction,600,500,999,True,True,True,True,True,False,True,sourced
100002981,Entreprise 02981 SAS,H,Transports et entreposage,189,100,199,False,False,,,False,True,True,sourced
100002982,Entreprise 02982 SAS,G,"Commerce, réparation auto",466,250,499,False,False,,,False,False,False,sourced
100002983,Entreprise 02983 SAS,G,"Commerce, réparation auto",248,200,249,False,False,,,False,True,False,sourced
100002984,Entreprise 02984 SAS,I,Hébergement et restauration,3,3,5,False,False,,,True,True,True,sourced
100002985,Entreprise 02985 SAS,S,Autres services,669,500,999,True,False,,,False,True,True,sourced
100002986,Entreprise 02986 SAS,N,Services administratifs et soutien,389,250,499,False,False,,,True,True,False,sourced
100002987,Entreprise 02987 SAS,F,Construction,14,10,19,False,False,,,True,False,True,sourced
100002988,Entreprise 02988 SAS,H,Transports et entreposage,294,250,499,False,False,,,True,False,True,sourced
100002989,Entreprise 02989 SAS,S,Autres services,30,20,49,False,False,,,True,True,False,sourced
100002990,Entreprise 02990 SAS,G,"Commerce, réparation auto",159,100,199,False,False,,,False,True,True,qualified
100002991,Entreprise 02991 SAS,C,Industrie manufacturière,26,20,49,False,False,,,True,True,False,sourced
100002992,Entreprise 02992 SAS,F,Construction,4,3,5,False,False,,,False,True,True,sourced
100002993,Entreprise 02993 SAS,F,Construction,351,250,499,False,False,,,False,True,True,sourced
100002994,Entreprise 02994 SAS,I,Hébergement et restauration,184,100,199,False,False,,,False,False,False,contacted
100002995,Entreprise 02995 SAS,F,Construction,823,500,999,True,True,False,,False,True,True,sourced
100002996,Entreprise 02996 SAS,Q,Santé humaine et action sociale,9,6,9,False,False,,,False,True,True,sourced
100002997,Entreprise 02997 SAS,Q,Santé humaine et action sociale,93,50,99,False,False,,,True,True,True,sourced
100002998,Entreprise 02998 SAS,G,"Commerce, réparation auto",34,20,49,False,False,,,False,True,False,sourced
100002999,Entreprise 02999 SAS,N,Services administratifs et soutien,11,10,19,False,False,,,False,True,False,sourced
100003000,Entreprise 03000 SAS,M,Activités spé. scientifiques/techniques,62,50,99,False,False,,,False,True,False,sourced
100003001,Entreprise 03001 SAS,F,Construction,2,1,2,False,False,,,True,True,False,sourced
100003002,Entreprise 03002 SAS,C,Industrie manufacturière,8,6,9,False,False,,,False,True,True,sourced
100003003,Entreprise 03003 SAS,M,Activités spé. scientifiques/techniques,179,100,199,False,False,,,False,False,True,sourced
100003004,Entreprise 03004 SAS,Q,Santé humaine et action sociale,503,500,999,True,True,True,True,False,False,True,sourced
100003005,Entreprise 03005 SAS,F,Construction,23,20,49,False,False,,,False,True,True,contacted
100003006,Entreprise 03006 SAS,S,Autres services,1,1,2,False,False,,,False,False,True,sourced
100003007,Entreprise 03007 SAS,N,Services administratifs et soutien,124,100,199,False,False,,,False,True,False,sourced
100003008,Entreprise 03008 SAS,F,Construction,249,200,249,False,False,,,False,True,True,sourced
100003009,Entreprise 03009 SAS,M,Activités spé. scientifiques/techniques,21,20,49,False,False,,,True,False,False,rejected
100003010,Entreprise 03010 SAS,Q,Santé humaine et action sociale,1,1,2,False,False,,,False,True,True,sourced
100003011,Entreprise 03011 SAS,H,Transports et entreposage,18,10,19,False,False,,,False,False,False,qualified
100003012,Entreprise 03012 SAS,F,Construction,192,100,199,False,False,,,True,False,False,sourced
100003013,Entreprise 03013 SAS,Q,Santé humaine et action sociale,4,3,5,False,False,,,True,False,False,sourced
100003014,Entreprise 03014 SAS,S,Autres services,56,50,99,False,False,,,False,True,False,sourced
100003015,Entreprise 03015 SAS,I,Hébergement et restauration,74,50,99,False,False,,,True,True,True,sourced
100003016,Entreprise 03016 SAS,F,Construction,117,100,199,False,False,,,False,True,True,sourced
100003017,Entreprise 03017 SAS,C,Industrie manufacturière,576,500,999,True,True,True,True,False,True,True,sourced
100003018,Entreprise 03018 SAS,G,"Commerce, réparation auto",11,10,19,False,False,,,False,True,True,sourced
100003019,Entreprise 03019 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,True,False,False,sourced
100003020,Entreprise 03020 SAS,M,Activités spé. scientifiques/techniques,248,200,249,False,False,,,True,True,False,sourced
100003021,Entreprise 03021 SAS,S,Autres services,569,500,999,True,True,True,True,False,False,False,qualified
100003022,Entreprise 03022 SAS,F,Construction,68,50,99,False,False,,,False,True,True,sourced
100003023,Entreprise 03023 SAS,F,Construction,606,500,999,True,False,,,False,False,True,qualified
100003024,Entreprise 03024 SAS,C,Industrie manufacturière,12,10,19,False,False,,,False,False,True,sourced
100003025,Entreprise 03025 SAS,G,"Commerce, réparation auto",4,3,5,False,False,,,False,False,True,sourced
100003026,Entreprise 03026 SAS,N,Services administratifs et soutien,1,1,2,False,False,,,False,True,False,sourced
100003027,Entreprise 03027 SAS,M,Activités spé. scientifiques/techniques,412,250,499,False,False,,,False,False,True,sourced
100003028,Entreprise 03028 SAS,Q,Santé humaine et action sociale,207,200,249,False,False,,,False,True,True,sourced
100003029,Entreprise 03029 SAS,F,Construction,422,250,499,False,False,,,True,False,False,sourced
100003030,Entreprise 03030 SAS,S,Autres services,4,3,5,False,False,,,False,True,False,sourced
100003031,Entreprise 03031 SAS,K,Activités financières et assurance,1,1,2,False,False,,,False,True,True,sourced
100003032,Entreprise 03032 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,False,True,True,sourced
100003033,Entreprise 03033 SAS,H,Transports et entreposage,1259,1000,1999,True,True,False,,False,False,False,sourced
100003034,Entreprise 03034 SAS,H,Transports et entreposage,6,6,9,False,False,,,False,True,True,sourced
100003035,Entreprise 03035 SAS,H,Transports et entreposage,397,250,499,False,False,,,False,True,True,sourced
100003036,Entreprise 03036 SAS,G,"Commerce, réparation auto",15,10,19,False,False,,,True,False,False,sourced
100003037,Entreprise 03037 SAS,I,Hébergement et restauration,352,250,499,False,False,,,False,False,True,sourced
100003038,Entreprise 03038 SAS,I,Hébergement et restauration,191,100,199,False,False,,,False,False,False,sourced
100003039,Entreprise 03039 SAS,C,Industrie manufacturière,11,10,19,False,False,,,True,False,True,sourced
100003040,Entreprise 03040 SAS,H,Transports et entreposage,454,250,499,False,False,,,True,False,True,sourced
100003041,Entreprise 03041 SAS,C,Industrie manufacturière,4,3,5,False,False,,,True,True,True,sourced
100003042,Entreprise 03042 SAS,H,Transports et entreposage,1769,1000,1999,True,False,,,False,True,True,sourced
100003043,Entreprise 03043 SAS,G,"Commerce, réparation auto",42,20,49,False,False,,,False,False,True,sourced
100003044,Entreprise 03044 SAS,G,"Commerce, réparation auto",41,20,49,False,False,,,False,True,False,sourced
100003045,Entreprise 03045 SAS,M,Activités spé. scientifiques/techniques,763,500,999,True,True,True,False,True,False,True,sourced
100003046,Entreprise 03046 SAS,F,Construction,14,10,19,False,False,,,False,True,True,sourced
100003047,Entreprise 03047 SAS,M,Activités spé. scientifiques/techniques,9,6,9,False,False,,,False,True,True,sourced
100003048,Entreprise 03048 SAS,C,Industrie manufacturière,674,500,999,True,True,True,False,True,False,False,qualified
100003049,Entreprise 03049 SAS,F,Construction,3,3,5,False,False,,,True,False,True,sourced
100003050,Entreprise 03050 SAS,N,Services administratifs et soutien,6,6,9,False,False,,,True,True,True,sourced
100003051,Entreprise 03051 SAS,I,Hébergement et restauration,37,20,49,False,False,,,False,True,True,sourced
100003052,Entreprise 03052 SAS,M,Activités spé. scientifiques/techniques,5,3,5,False,False,,,False,True,True,sourced
100003053,Entreprise 03053 SAS,S,Autres services,576,500,999,True,True,True,True,False,False,True,sourced
100003054,Entreprise 03054 SAS,S,Autres services,5,3,5,False,False,,,True,True,True,sourced
100003055,Entreprise 03055 SAS,Q,Santé humaine et action sociale,1,1,2,False,False,,,True,True,False,contacted
100003056,Entreprise 03056 SAS,S,Autres services,4,3,5,False,False,,,False,True,True,sourced
100003057,Entreprise 03057 SAS,F,Construction,3,3,5,False,False,,,False,True,False,sourced
100003058,Entreprise 03058 SAS,N,Services administratifs et soutien,6,6,9,False,False,,,False,True,False,qualified
100003059,Entreprise 03059 SAS,I,Hébergement et restauration,3,3,5,False,False,,,False,True,True,sourced
100003060,Entreprise 03060 SAS,M,Activités spé. scientifiques/techniques,133,100,199,False,False,,,False,True,True,contacted
100003061,Entreprise 03061 SAS,M,Activités spé. scientifiques/techniques,16,10,19,False,False,,,True,True,True,sourced
100003062,Entreprise 03062 SAS,G,"Commerce, réparation auto",3,3,5,False,False,,,False,True,True,sourced
100003063,Entreprise 03063 SAS,H,Transports et entreposage,5,3,5,False,False,,,False,False,False,sourced
100003064,Entreprise 03064 SAS,C,Industrie manufacturière,29,20,49,False,False,,,False,True,False,sourced
100003065,Entreprise 03065 SAS,S,Autres services,13,10,19,False,False,,,True,True,True,rejected
100003066,Entreprise 03066 SAS,G,"Commerce, réparation auto",4,3,5,False,False,,,True,False,True,sourced
100003067,Entreprise 03067 SAS,G,"Commerce, réparation auto",31,20,49,False,False,,,False,True,True,sourced
100003068,Entreprise 03068 SAS,C,Industrie manufacturière,333,250,499,False,False,,,False,False,True,contacted
100003069,Entreprise 03069 SAS,G,"Commerce, réparation auto",469,250,499,False,False,,,True,True,True,qualified
100003070,Entreprise 03070 SAS,G,"Commerce, réparation auto",3271,2000,4999,True,True,True,False,False,True,True,qualified
100003071,Entreprise 03071 SAS,G,"Commerce, réparation auto",30,20,49,False,False,,,False,False,False,sourced
100003072,Entreprise 03072 SAS,G,"Commerce, réparation auto",28,20,49,False,False,,,False,False,True,rejected
100003073,Entreprise 03073 SAS,G,"Commerce, réparation auto",159,100,199,False,False,,,False,True,True,sourced
100003074,Entreprise 03074 SAS,S,Autres services,16,10,19,False,False,,,False,True,True,sourced
100003075,Entreprise 03075 SAS,K,Activités financières et assurance,1,1,2,False,False,,,False,True,False,sourced
100003076,Entreprise 03076 SAS,Q,Santé humaine et action sociale,17,10,19,False,False,,,False,False,True,sourced
100003077,Entreprise 03077 SAS,I,Hébergement et restauration,14,10,19,False,False,,,False,True,True,sourced
100003078,Entreprise 03078 SAS,C,Industrie manufacturière,1886,1000,1999,True,False,,,False,False,False,sourced
100003079,Entreprise 03079 SAS,I,Hébergement et restauration,4,3,5,False,False,,,False,True,False,contacted
100003080,Entreprise 03080 SAS,H,Transports et entreposage,838,500,999,True,False,,,False,False,False,sourced
100003081,Entreprise 03081 SAS,G,"Commerce, réparation auto",2,1,2,False,False,,,False,True,True,sourced
100003082,Entreprise 03082 SAS,C,Industrie manufacturière,44,20,49,False,False,,,False,True,True,contacted
100003083,Entreprise 03083 SAS,N,Services administratifs et soutien,696,500,999,True,False,,,False,False,False,sourced
100003084,Entreprise 03084 SAS,M,Activités spé. scientifiques/techniques,10,10,19,False,False,,,False,True,False,sourced
100003085,Entreprise 03085 SAS,Q,Santé humaine et action sociale,13,10,19,False,False,,,False,False,False,sourced
100003086,Entreprise 03086 SAS,C,Industrie manufacturière,923,500,999,True,True,True,False,True,True,True,qualified
100003087,Entreprise 03087 SAS,J,Information et communication,4,3,5,False,False,,,True,False,True,sourced
100003088,Entreprise 03088 SAS,G,"Commerce, réparation auto",181,100,199,False,False,,,False,False,True,sourced
100003089,Entreprise 03089 SAS,S,Autres services,315,250,499,False,False,,,True,True,True,sourced
100003090,Entreprise 03090 SAS,I,Hébergement et restauration,201,200,249,False,False,,,True,True,False,sourced
100003091,Entreprise 03091 SAS,C,Industrie manufacturière,11,10,19,False,False,,,False,False,False,sourced
100003092,Entreprise 03092 SAS,G,"Commerce, réparation auto",88,50,99,False,False,,,True,False,True,sourced
100003093,Entreprise 03093 SAS,Q,Santé humaine et action sociale,8,6,9,False,False,,,False,True,False,sourced
100003094,Entreprise 03094 SAS,C,Industrie manufacturière,1568,1000,1999,True,False,,,False,False,True,sourced
100003095,Entreprise 03095 SAS,J,Information et communication,1,1,2,False,False,,,False,False,True,sourced
100003096,Entreprise 03096 SAS,Q,Santé humaine et action sociale,26,20,49,False,False,,,False,False,True,contacted
100003097,Entreprise 03097 SAS,F,Construction,533,500,999,True,False,,,False,True,True,sourced
100003098,Entreprise 03098 SAS,S,Autres services,261,250,499,False,False,,,True,True,False,qualified
100003099,Entreprise 03099 SAS,M,Activités spé. scientifiques/techniques,948,500,999,True,False,,,True,False,True,rejected
100003100,Entreprise 03100 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,False,True,True,sourced
100003101,Entreprise 03101 SAS,Q,Santé humaine et action sociale,1728,1000,1999,True,True,False,,False,True,True,sourced
100003102,Entreprise 03102 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,False,False,False,sourced
100003103,Entreprise 03103 SAS,F,Construction,35,20,49,False,False,,,True,True,True,rejected
100003104,Entreprise 03104 SAS,S,Autres services,6,6,9,False,False,,,False,True,False,sourced
100003105,Entreprise 03105 SAS,C,Industrie manufacturière,2,1,2,False,False,,,True,False,True,qualified
100003106,Entreprise 03106 SAS,C,Industrie manufacturière,12,10,19,False,False,,,False,False,False,sourced
100003107,Entreprise 03107 SAS,M,Activités spé. scientifiques/techniques,9,6,9,False,False,,,False,True,True,sourced
100003108,Entreprise 03108 SAS,F,Construction,588,500,999,True,False,,,False,True,False,sourced
100003109,Entreprise 03109 SAS,Q,Santé humaine et action sociale,136,100,199,False,False,,,False,True,False,sourced
100003110,Entreprise 03110 SAS,H,Transports et entreposage,36,20,49,False,False,,,False,True,False,sourced
100003111,Entreprise 03111 SAS,S,Autres services,1,1,2,False,False,,,False,False,True,sourced
100003112,Entreprise 03112 SAS,S,Autres services,81,50,99,False,False,,,False,True,False,sourced
100003113,Entreprise 03113 SAS,G,"Commerce, réparation auto",2856,2000,4999,True,False,,,True,False,True,sourced
100003114,Entreprise 03114 SAS,N,Services administratifs et soutien,22,20,49,False,False,,,False,True,True,sourced
100003115,Entreprise 03115 SAS,G,"Commerce, réparation auto",13,10,19,False,False,,,False,True,True,sourced
100003116,Entreprise 03116 SAS,F,Construction,10,10,19,False,False,,,True,True,True,sourced
100003117,Entreprise 03117 SAS,F,Construction,23,20,49,False,False,,,False,False,True,sourced
100003118,Entreprise 03118 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,True,True,True,sourced
100003119,Entreprise 03119 SAS,N,Services administratifs et soutien,895,500,999,True,True,True,False,False,False,True,sourced
100003120,Entreprise 03120 SAS,K,Activités financières et assurance,15,10,19,False,False,,,False,True,True,sourced
100003121,Entreprise 03121 SAS,M,Activités spé. scientifiques/techniques,5,3,5,False,False,,,True,False,False,sourced
100003122,Entreprise 03122 SAS,F,Construction,425,250,499,False,False,,,True,False,True,sourced
100003123,Entreprise 03123 SAS,G,"Commerce, réparation auto",10,10,19,False,False,,,True,True,True,sourced
100003124,Entreprise 03124 SAS,N,Services administratifs et soutien,2,1,2,False,False,,,True,True,True,sourced
100003125,Entreprise 03125 SAS,K,Activités financières et assurance,636,500,999,True,False,,,False,False,False,sourced
100003126,Entreprise 03126 SAS,K,Activités financières et assurance,203,200,249,False,False,,,True,True,True,sourced
100003127,Entreprise 03127 SAS,M,Activités spé. scientifiques/techniques,56,50,99,False,False,,,False,False,False,qualified
100003128,Entreprise 03128 SAS,Q,Santé humaine et action sociale,2,1,2,False,False,,,False,True,True,qualified
100003129,Entreprise 03129 SAS,N,Services administratifs et soutien,29,20,49,False,False,,,False,False,True,sourced
100003130,Entreprise 03130 SAS,F,Construction,4181,2000,4999,True,False,,,False,False,False,sourced
100003131,Entreprise 03131 SAS,S,Autres services,5,3,5,False,False,,,True,False,True,sourced
100003132,Entreprise 03132 SAS,G,"Commerce, réparation auto",10,10,19,False,False,,,True,False,True,sourced
100003133,Entreprise 03133 SAS,N,Services administratifs et soutien,152,100,199,False,False,,,True,True,True,sourced
100003134,Entreprise 03134 SAS,M,Activités spé. scientifiques/techniques,12,10,19,False,False,,,False,True,True,qualified
100003135,Entreprise 03135 SAS,G,"Commerce, réparation auto",119,100,199,False,False,,,True,False,True,sourced
100003136,Entreprise 03136 SAS,G,"Commerce, réparation auto",7,6,9,False,False,,,False,True,False,sourced
100003137,Entreprise 03137 SAS,F,Construction,615,500,999,True,False,,,True,False,True,sourced
100003138,Entreprise 03138 SAS,G,"Commerce, réparation auto",11,10,19,False,False,,,False,False,True,sourced
100003139,Entreprise 03139 SAS,M,Activités spé. scientifiques/techniques,33,20,49,False,False,,,True,True,True,sourced
100003140,Entreprise 03140 SAS,F,Construction,33,20,49,False,False,,,True,True,True,qualified
100003141,Entreprise 03141 SAS,M,Activités spé. scientifiques/techniques,6,6,9,False,False,,,True,True,False,sourced
100003142,Entreprise 03142 SAS,M,Activités spé. scientifiques/techniques,1139,1000,1999,True,True,True,True,False,False,True,sourced
100003143,Entreprise 03143 SAS,H,Transports et entreposage,7,6,9,False,False,,,False,False,True,sourced
100003144,Entreprise 03144 SAS,M,Activités spé. scientifiques/techniques,31,20,49,False,False,,,True,False,True,sourced
100003145,Entreprise 03145 SAS,Q,Santé humaine et action sociale,94,50,99,False,False,,,True,True,False,sourced
100003146,Entreprise 03146 SAS,M,Activités spé. scientifiques/techniques,1748,1000,1999,True,True,True,False,False,False,True,sourced
100003147,Entreprise 03147 SAS,C,Industrie manufacturière,569,500,999,True,True,True,True,False,True,False,contacted
100003148,Entreprise 03148 SAS,N,Services administratifs et soutien,3,3,5,False,False,,,False,True,False,sourced
100003149,Entreprise 03149 SAS,F,Construction,6,6,9,False,False,,,True,False,True,sourced
100003150,Entreprise 03150 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,True,True,False,sourced
100003151,Entreprise 03151 SAS,I,Hébergement et restauration,479,250,499,False,False,,,True,False,True,sourced
100003152,Entreprise 03152 SAS,G,"Commerce, réparation auto",22,20,49,False,False,,,False,True,True,sourced
100003153,Entreprise 03153 SAS,S,Autres services,166,100,199,False,False,,,False,False,True,sourced
100003154,Entreprise 03154 SAS,I,Hébergement et restauration,1126,1000,1999,True,True,True,False,False,True,False,sourced
100003155,Entreprise 03155 SAS,G,"Commerce, réparation auto",245,200,249,False,False,,,True,False,False,sourced
100003156,Entreprise 03156 SAS,C,Industrie manufacturière,862,500,999,True,False,,,False,True,False,qualified
100003157,Entreprise 03157 SAS,N,Services administratifs et soutien,12,10,19,False,False,,,False,True,False,qualified
100003158,Entreprise 03158 SAS,G,"Commerce, réparation auto",42,20,49,False,False,,,False,True,False,contacted
100003159,Entreprise 03159 SAS,C,Industrie manufacturière,44,20,49,False,False,,,True,True,False,sourced
100003160,Entreprise 03160 SAS,S,Autres services,77,50,99,False,False,,,False,True,True,sourced
100003161,Entreprise 03161 SAS,M,Activités spé. scientifiques/techniques,669,500,999,True,False,,,False,False,False,rejected
100003162,Entreprise 03162 SAS,F,Construction,974,500,999,True,True,False,,False,False,True,contacted
100003163,Entreprise 03163 SAS,N,Services administratifs et soutien,323,250,499,False,False,,,False,False,False,sourced
100003164,Entreprise 03164 SAS,K,Activités financières et assurance,33,20,49,False,False,,,False,True,True,sourced
100003165,Entreprise 03165 SAS,K,Activités financières et assurance,438,250,499,False,False,,,True,True,False,sourced
100003166,Entreprise 03166 SAS,F,Construction,46,20,49,False,False,,,False,False,True,sourced
100003167,Entreprise 03167 SAS,F,Construction,20,20,49,False,False,,,False,True,False,qualified
100003168,Entreprise 03168 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,False,False,False,sourced
100003169,Entreprise 03169 SAS,M,Activités spé. scientifiques/techniques,14,10,19,False,False,,,False,False,False,qualified
100003170,Entreprise 03170 SAS,Q,Santé humaine et action sociale,206,200,249,False,False,,,True,True,True,sourced
100003171,Entreprise 03171 SAS,G,"Commerce, réparation auto",14,10,19,False,False,,,False,False,True,sourced
100003172,Entreprise 03172 SAS,I,Hébergement et restauration,41,20,49,False,False,,,True,True,True,qualified
100003173,Entreprise 03173 SAS,C,Industrie manufacturière,562,500,999,True,True,False,,False,True,True,sourced
100003174,Entreprise 03174 SAS,J,Information et communication,464,250,499,False,False,,,False,False,True,sourced
